product_type,firm_size,firm_platform,account_team_rank,industry_type,procurement_locus,tech_savvy,industry_position,deal_size,meeting_count,internal_champion_score,bargaining_power_score,geography,ceo_education,firm_age_years,outcome
ERP,small,Oracle,low,automotive,centralized,unknown,follower,68566,4,4,5,US,bsc,8,NO SALE
DSC,medium,Oracle,average,tech,LOB_driven,unknown,follower,150000,1,2,5,ROW,bsc,11,NO SALE
DSC,medium,Oracle,average,automotive,procurement_driven,naive,follower,117983,3,5,6,US,bsc,13,NO SALE
DSC,medium,Oracle,low,automotive,centralized,unknown,follower,150000,2,3,4,Europe,mba,68,NO SALE
DSC,small,SAP,high,automotive,procurement_driven,unknown,follower,125620,4,3,3,Europe,bsc,7,NO SALE
ERP,medium,Oracle,high,healthcare,procurement_driven,unknown,leader,150000,2,5,4,ROW,bsc,28,NO SALE
DSC,medium,Oracle,average,automotive,LOB_driven,unknown,follower,40628,1,4,2,Europe,bsc,8,NO SALE
ERP,small,SAP,average,tech,centralized,tech_savvy,leader,36897,1,5,4,Europe,bsc,30,NO SALE
CRM,large,SAP,average,tech,LOB_driven,unknown,follower,30913,1,3,5,US,bsc,31,SALE
CRM,medium,Oracle,average,tech,centralized,unknown,follower,150000,3,3,4,Europe,bsc,23,NO SALE
ERP,large,SAP,average,healthcare,centralized,naive,follower,150000,3,3,3,ROW,bsc,66,NO SALE
DSC,medium,Oracle,low,automotive,centralized,unknown,follower,68399,2,3,4,Europe,bsc,35,NO SALE
CRM,medium,Oracle,low,traditional_manufacturing,LOB_driven,unknown,follower,50202,3,2,3,US,mba,18,NO SALE
ERP,large,Oracle,average,tech,centralized,tech_savvy,leader,150000,1,3,3,US,bsc,43,NO SALE
DSC,medium,Oracle,average,automotive,procurement_driven,unknown,follower,56406,1,2,4,US,mba,15,NO SALE
ERP,large,IBM,average,tech,centralized,tech_savvy,follower,150000,1,4,5,Europe,mba,119,NO SALE
ERP,small,SAP,average,tech,centralized,tech_savvy,follower,49644,4,5,4,ROW,bsc,8,NO SALE
CRM,large,Oracle,high,traditional_manufacturing,centralized,unknown,follower,30000,1,3,4,Europe,bsc,35,NO SALE
CRM,small,IBM,low,tech,centralized,unknown,follower,30000,1,3,5,ROW,some_university,6,NO SALE
DSC,large,IBM,average,automotive,LOB_driven,unknown,follower,87524,3,2,3,Europe,bsc,29,NO SALE
ERP,small,IBM,average,tech,LOB_driven,unknown,leader,56732,4,3,4,Europe,bsc,7,NO SALE
DSC,medium,SAP,average,traditional_manufacturing,centralized,unknown,follower,30000,3,4,6,US,mba,18,NO SALE
ERP,large,IBM,average,traditional_manufacturing,LOB_driven,naive,follower,150000,2,5,3,Europe,bsc,42,NO SALE
CRM,large,SAP,high,tech,procurement_driven,unknown,leader,101214,4,5,3,US,bsc,41,NO SALE
ERP,large,SAP,average,tech,centralized,unknown,follower,82858,1,4,4,US,bsc,33,NO SALE
DSC,medium,SAP,low,automotive,procurement_driven,unknown,leader,150000,4,3,3,Europe,mba,31,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,LOB_driven,unknown,leader,150000,1,3,3,ROW,mba,11,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,LOB_driven,unknown,leader,71994,3,4,4,US,bsc,19,NO SALE
CRM,large,IBM,average,automotive,procurement_driven,unknown,leader,30000,2,3,3,Europe,bsc,38,NO SALE
ERP,medium,SAP,low,traditional_manufacturing,LOB_driven,unknown,follower,56409,1,2,2,US,bsc,11,NO SALE
CRM,small,SAP,low,tech,LOB_driven,tech_savvy,follower,35130,3,4,3,Europe,mba,21,NO SALE
ERP,small,IBM,low,tech,procurement_driven,naive,follower,51555,5,3,2,ROW,high_school,7,NO SALE
DSC,large,IBM,high,automotive,centralized,unknown,follower,97681,2,6,2,US,high_school,61,NO SALE
CRM,medium,IBM,average,traditional_manufacturing,centralized,naive,follower,48924,2,4,6,ROW,mba,20,NO SALE
CRM,large,SAP,average,traditional_manufacturing,centralized,unknown,leader,49650,3,4,4,US,mba,41,NO SALE
CRM,small,SAP,high,tech,LOB_driven,unknown,leader,30000,3,6,5,ROW,high_school,5,NO SALE
ERP,large,IBM,average,healthcare,centralized,unknown,follower,65648,1,4,3,US,bsc,29,NO SALE
CRM,large,SAP,high,traditional_manufacturing,LOB_driven,naive,follower,30000,1,4,5,US,mba,18,SALE
CRM,small,Oracle,average,tech,centralized,naive,follower,103204,3,2,4,Europe,high_school,5,NO SALE
ERP,small,IBM,average,automotive,procurement_driven,tech_savvy,leader,150000,4,4,3,ROW,mba,25,NO SALE
ERP,medium,Oracle,high,healthcare,procurement_driven,unknown,follower,93240,4,3,5,Europe,bsc,16,NO SALE
CRM,medium,IBM,average,healthcare,procurement_driven,unknown,leader,30000,3,2,3,US,bsc,28,NO SALE
CRM,small,SAP,low,traditional_manufacturing,centralized,unknown,follower,34429,2,4,3,US,some_university,10,NO SALE
CRM,small,IBM,average,tech,LOB_driven,naive,follower,88410,3,2,3,Europe,high_school,8,NO SALE
ERP,medium,Oracle,average,tech,procurement_driven,tech_savvy,leader,62175,3,2,4,US,some_university,18,NO SALE
CRM,medium,IBM,average,traditional_manufacturing,centralized,unknown,follower,75681,2,2,3,ROW,bsc,12,NO SALE
ERP,small,IBM,high,traditional_manufacturing,LOB_driven,unknown,follower,150000,1,5,4,ROW,high_school,9,NO SALE
ERP,medium,SAP,low,healthcare,centralized,unknown,leader,78514,1,1,2,Europe,bsc,13,NO SALE
CRM,medium,Oracle,high,tech,centralized,tech_savvy,leader,30000,2,5,4,Europe,bsc,20,NO SALE
CRM,medium,IBM,high,automotive,LOB_driven,tech_savvy,follower,70386,2,3,2,US,bsc,25,SALE
CRM,medium,IBM,average,traditional_manufacturing,LOB_driven,naive,leader,105517,3,1,4,US,bsc,14,NO SALE
ERP,small,Oracle,low,traditional_manufacturing,centralized,unknown,leader,44500,1,2,3,US,bsc,4,NO SALE
ERP,large,IBM,high,healthcare,centralized,unknown,leader,103061,3,5,4,US,bsc,43,NO SALE
CRM,small,Oracle,average,automotive,centralized,unknown,leader,66767,1,3,5,ROW,bsc,18,NO SALE
ERP,large,Oracle,average,traditional_manufacturing,centralized,unknown,leader,85831,1,4,4,US,mba,44,NO SALE
ERP,small,Oracle,high,tech,centralized,tech_savvy,leader,99829,3,5,3,US,some_university,7,NO SALE
ERP,medium,IBM,average,healthcare,centralized,unknown,leader,49007,2,4,2,Europe,bsc,20,NO SALE
ERP,medium,SAP,high,tech,centralized,unknown,follower,150000,1,4,3,ROW,bsc,17,NO SALE
DSC,small,SAP,average,traditional_manufacturing,LOB_driven,naive,follower,32340,1,2,4,Europe,bsc,12,NO SALE
CRM,small,Oracle,high,tech,centralized,unknown,follower,30000,3,4,3,Europe,high_school,10,NO SALE
ERP,large,Oracle,high,tech,procurement_driven,tech_savvy,follower,104029,3,4,2,US,mba,31,NO SALE
CRM,small,SAP,average,tech,centralized,tech_savvy,follower,65277,4,3,3,Europe,bsc,4,NO SALE
ERP,medium,IBM,average,traditional_manufacturing,centralized,unknown,follower,106431,1,3,4,US,bsc,16,SALE
CRM,medium,IBM,average,healthcare,LOB_driven,unknown,leader,44474,2,3,2,US,bsc,8,NO SALE
CRM,small,SAP,low,tech,LOB_driven,tech_savvy,leader,43529,2,2,4,US,high_school,7,NO SALE
ERP,medium,SAP,low,tech,centralized,unknown,follower,60362,2,2,4,Europe,high_school,37,NO SALE
CRM,small,IBM,low,healthcare,centralized,naive,follower,63491,1,2,2,US,bsc,11,NO SALE
ERP,medium,SAP,average,automotive,procurement_driven,naive,leader,150000,2,4,4,ROW,high_school,53,NO SALE
DSC,medium,IBM,high,tech,procurement_driven,naive,follower,121671,4,5,5,ROW,bsc,25,NO SALE
DSC,large,IBM,average,traditional_manufacturing,LOB_driven,unknown,follower,116321,4,3,3,US,mba,41,NO SALE
CRM,large,IBM,average,tech,centralized,tech_savvy,follower,57838,4,2,4,Europe,mba,32,NO SALE
ERP,medium,IBM,average,automotive,LOB_driven,naive,leader,135894,6,5,2,Europe,bsc,26,NO SALE
DSC,small,Oracle,average,traditional_manufacturing,centralized,naive,follower,79520,3,4,1,Europe,bsc,5,NO SALE
ERP,medium,Oracle,average,healthcare,centralized,tech_savvy,follower,150000,1,4,2,Europe,mba,28,NO SALE
ERP,large,SAP,average,tech,centralized,tech_savvy,leader,96788,2,1,4,Europe,mba,24,NO SALE
CRM,medium,Oracle,high,tech,centralized,unknown,follower,81797,1,5,3,ROW,bsc,10,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,procurement_driven,naive,follower,49800,3,4,3,Europe,bsc,16,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,procurement_driven,naive,leader,120159,2,2,2,Europe,mba,24,NO SALE
DSC,medium,SAP,average,traditional_manufacturing,centralized,naive,leader,62522,4,4,2,US,mba,28,NO SALE
CRM,small,SAP,average,tech,procurement_driven,unknown,leader,72018,2,2,3,ROW,bsc,3,NO SALE
DSC,medium,SAP,average,automotive,LOB_driven,naive,follower,107801,2,4,3,US,bsc,23,NO SALE
DSC,small,SAP,average,automotive,centralized,tech_savvy,follower,37588,1,3,3,Europe,bsc,11,NO SALE
DSC,medium,IBM,low,traditional_manufacturing,LOB_driven,unknown,follower,52606,4,2,2,Europe,some_university,43,NO SALE
CRM,large,SAP,high,tech,centralized,tech_savvy,leader,77465,1,4,6,US,mba,33,NO SALE
ERP,large,IBM,high,healthcare,LOB_driven,unknown,follower,150000,4,6,4,ROW,bsc,26,NO SALE
CRM,small,IBM,low,tech,centralized,tech_savvy,follower,52553,4,1,6,Europe,bsc,6,NO SALE
ERP,medium,Oracle,high,automotive,LOB_driven,tech_savvy,leader,45299,3,6,4,US,some_university,53,NO SALE
CRM,medium,IBM,high,tech,LOB_driven,tech_savvy,follower,30000,2,6,3,ROW,some_university,17,SALE
CRM,medium,IBM,low,tech,LOB_driven,tech_savvy,leader,45165,2,2,3,US,some_university,14,NO SALE
CRM,large,Oracle,average,tech,LOB_driven,tech_savvy,follower,33145,1,4,3,US,bsc,66,NO SALE
ERP,large,SAP,average,traditional_manufacturing,centralized,unknown,follower,61400,1,3,5,Europe,mba,38,NO SALE
DSC,small,Oracle,average,traditional_manufacturing,procurement_driven,naive,leader,88625,3,3,5,Europe,bsc,3,NO SALE
CRM,medium,IBM,average,traditional_manufacturing,centralized,naive,leader,64998,1,4,3,ROW,mba,35,NO SALE
ERP,small,SAP,high,tech,procurement_driven,unknown,follower,78446,2,6,3,ROW,high_school,3,NO SALE
DSC,small,SAP,low,automotive,procurement_driven,unknown,leader,77616,1,3,3,Europe,bsc,9,NO SALE
CRM,small,IBM,average,automotive,LOB_driven,naive,follower,101172,1,4,2,Europe,bsc,6,NO SALE
CRM,large,Oracle,average,tech,LOB_driven,naive,leader,30000,2,4,3,Europe,bsc,51,NO SALE
ERP,medium,Oracle,average,tech,procurement_driven,tech_savvy,follower,100760,4,3,3,ROW,mba,27,SALE
DSC,medium,IBM,average,traditional_manufacturing,procurement_driven,unknown,leader,150000,4,3,4,ROW,bsc,28,NO SALE
CRM,small,Oracle,average,tech,LOB_driven,naive,leader,30000,1,4,3,Europe,bsc,11,NO SALE
DSC,large,SAP,average,automotive,procurement_driven,naive,follower,150000,2,3,3,ROW,mba,50,NO SALE
CRM,small,IBM,high,healthcare,LOB_driven,tech_savvy,follower,37307,3,3,1,Europe,bsc,3,SALE
CRM,medium,SAP,average,tech,LOB_driven,unknown,follower,37737,1,1,3,ROW,bsc,19,NO SALE
ERP,large,IBM,average,traditional_manufacturing,centralized,naive,follower,150000,1,3,4,Europe,bsc,25,NO SALE
ERP,small,IBM,low,tech,centralized,tech_savvy,follower,150000,2,3,3,US,high_school,3,NO SALE
CRM,medium,SAP,low,tech,LOB_driven,naive,follower,45369,3,1,4,US,bsc,17,NO SALE
ERP,large,Oracle,high,traditional_manufacturing,procurement_driven,naive,leader,74696,3,6,3,Europe,bsc,63,NO SALE
ERP,large,SAP,low,traditional_manufacturing,centralized,unknown,follower,95311,2,1,5,US,bsc,18,NO SALE
CRM,large,Oracle,average,traditional_manufacturing,centralized,unknown,follower,81095,3,3,3,ROW,high_school,25,NO SALE
DSC,medium,SAP,average,automotive,centralized,unknown,follower,95568,2,4,3,ROW,bsc,18,NO SALE
CRM,large,SAP,high,traditional_manufacturing,centralized,unknown,follower,150000,1,4,5,US,bsc,20,NO SALE
ERP,small,Oracle,average,traditional_manufacturing,centralized,unknown,follower,101820,3,3,3,US,bsc,6,NO SALE
ERP,medium,SAP,average,tech,centralized,unknown,leader,108342,1,4,2,US,bsc,16,NO SALE
CRM,small,SAP,high,traditional_manufacturing,LOB_driven,unknown,follower,35141,1,4,2,US,bsc,9,NO SALE
ERP,medium,IBM,low,automotive,centralized,unknown,follower,66572,3,3,3,Europe,mba,43,NO SALE
CRM,large,SAP,high,healthcare,centralized,unknown,leader,51494,2,5,4,US,other_graduate,49,NO SALE
ERP,medium,IBM,low,tech,centralized,unknown,follower,121500,3,3,3,ROW,some_university,26,NO SALE
DSC,large,SAP,average,automotive,procurement_driven,tech_savvy,follower,68527,1,5,5,Europe,mba,25,NO SALE
CRM,small,Oracle,low,tech,procurement_driven,unknown,follower,30000,3,2,3,ROW,some_university,2,NO SALE
CRM,medium,Oracle,average,tech,LOB_driven,tech_savvy,follower,32593,2,2,3,US,high_school,56,SALE
CRM,medium,IBM,average,traditional_manufacturing,LOB_driven,unknown,follower,150000,4,3,2,Europe,bsc,31,NO SALE
CRM,small,Oracle,low,tech,LOB_driven,unknown,leader,30000,2,2,3,ROW,some_university,6,SALE
DSC,medium,SAP,low,traditional_manufacturing,procurement_driven,naive,leader,150000,2,2,3,US,mba,10,NO SALE
DSC,large,Oracle,average,tech,LOB_driven,tech_savvy,leader,39372,3,3,5,US,mba,26,NO SALE
CRM,medium,SAP,average,healthcare,procurement_driven,naive,leader,150000,2,3,4,Europe,some_university,11,NO SALE
DSC,large,IBM,low,automotive,centralized,unknown,follower,33592,3,1,5,US,mba,38,NO SALE
ERP,medium,SAP,high,healthcare,centralized,naive,follower,97356,4,3,6,US,bsc,12,NO SALE
CRM,large,SAP,high,traditional_manufacturing,LOB_driven,naive,follower,72744,4,5,4,Europe,bsc,17,NO SALE
ERP,medium,Oracle,average,healthcare,centralized,tech_savvy,follower,42366,3,4,3,ROW,bsc,34,NO SALE
DSC,large,Oracle,average,automotive,centralized,naive,follower,72109,3,3,5,US,bsc,64,NO SALE
CRM,medium,SAP,low,healthcare,LOB_driven,naive,leader,45929,2,2,4,Europe,other_graduate,10,NO SALE
DSC,small,Oracle,low,automotive,centralized,tech_savvy,leader,45767,2,4,3,US,mba,15,NO SALE
CRM,medium,IBM,average,tech,LOB_driven,unknown,follower,150000,6,2,4,Europe,mba,12,NO SALE
DSC,medium,IBM,average,automotive,centralized,unknown,leader,49582,4,3,4,US,bsc,6,NO SALE
ERP,medium,Oracle,low,traditional_manufacturing,procurement_driven,unknown,leader,94284,1,3,3,ROW,other_graduate,16,NO SALE
CRM,medium,Oracle,high,healthcare,centralized,unknown,leader,44960,1,4,4,US,bsc,13,NO SALE
ERP,medium,IBM,average,tech,LOB_driven,naive,follower,38859,1,2,2,US,some_university,19,SALE
CRM,medium,Oracle,average,tech,procurement_driven,unknown,follower,62702,3,4,4,Europe,mba,20,NO SALE
ERP,large,Oracle,low,healthcare,centralized,unknown,follower,68270,3,4,3,US,bsc,36,NO SALE
DSC,large,IBM,average,automotive,LOB_driven,unknown,leader,30000,6,2,3,Europe,high_school,54,NO SALE
CRM,large,IBM,average,tech,centralized,unknown,follower,115542,1,3,4,US,mba,47,NO SALE
ERP,small,IBM,high,healthcare,procurement_driven,unknown,follower,64759,3,6,5,Europe,some_university,23,NO SALE
DSC,small,Oracle,average,tech,procurement_driven,naive,follower,59288,1,4,5,ROW,high_school,6,NO SALE
ERP,medium,SAP,average,tech,centralized,unknown,follower,108391,4,3,3,US,bsc,23,NO SALE
CRM,medium,SAP,average,traditional_manufacturing,procurement_driven,naive,follower,62489,3,2,3,Europe,mba,21,NO SALE
DSC,medium,Oracle,low,traditional_manufacturing,LOB_driven,unknown,follower,30000,4,2,4,Europe,bsc,28,NO SALE
ERP,large,Oracle,average,tech,procurement_driven,unknown,follower,150000,5,2,3,US,bsc,22,NO SALE
ERP,large,Oracle,average,tech,procurement_driven,tech_savvy,follower,150000,1,3,5,ROW,mba,23,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,centralized,naive,follower,35506,1,4,4,ROW,bsc,20,NO SALE
CRM,small,SAP,average,tech,LOB_driven,tech_savvy,leader,33449,3,4,4,US,mba,4,NO SALE
DSC,medium,SAP,high,automotive,centralized,naive,follower,77350,4,4,4,Europe,some_university,53,NO SALE
ERP,large,Oracle,low,automotive,centralized,unknown,follower,150000,4,1,6,ROW,bsc,31,NO SALE
ERP,small,Oracle,average,healthcare,LOB_driven,naive,leader,103729,1,2,5,Europe,some_university,8,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,centralized,unknown,follower,150000,3,2,3,Europe,mba,24,NO SALE
CRM,medium,SAP,average,traditional_manufacturing,LOB_driven,unknown,follower,36697,3,2,3,US,some_university,25,NO SALE
CRM,large,SAP,average,tech,LOB_driven,unknown,leader,59911,1,2,4,US,bsc,21,NO SALE
CRM,small,Oracle,high,healthcare,centralized,unknown,leader,30000,1,3,5,Europe,bsc,9,NO SALE
ERP,medium,Oracle,average,tech,centralized,tech_savvy,follower,57919,3,5,4,Europe,mba,36,NO SALE
DSC,medium,IBM,high,automotive,centralized,naive,follower,43453,3,5,2,US,bsc,14,SALE
CRM,medium,SAP,high,healthcare,procurement_driven,naive,follower,91207,2,4,2,US,bsc,15,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,centralized,unknown,follower,150000,1,6,4,ROW,some_university,23,NO SALE
CRM,medium,Oracle,high,tech,LOB_driven,naive,follower,49072,2,4,3,Europe,mba,23,NO SALE
CRM,small,Oracle,high,tech,LOB_driven,unknown,leader,77269,4,3,2,ROW,bsc,6,NO SALE
CRM,medium,Oracle,average,healthcare,LOB_driven,unknown,leader,134444,3,2,6,Europe,mba,17,NO SALE
ERP,small,IBM,low,healthcare,centralized,tech_savvy,follower,30000,1,3,2,ROW,bsc,4,NO SALE
ERP,medium,Oracle,average,healthcare,procurement_driven,naive,follower,118405,1,4,4,Europe,mba,13,NO SALE
ERP,medium,SAP,average,tech,centralized,unknown,follower,150000,2,4,5,Europe,bsc,21,NO SALE
ERP,large,IBM,high,tech,centralized,unknown,follower,88683,2,3,4,US,bsc,22,NO SALE
DSC,medium,Oracle,average,automotive,procurement_driven,tech_savvy,leader,66014,4,3,5,US,mba,28,NO SALE
ERP,medium,IBM,low,tech,centralized,unknown,follower,95865,1,3,2,US,mba,29,NO SALE
DSC,large,IBM,average,traditional_manufacturing,LOB_driven,naive,leader,30000,1,4,3,US,bsc,31,NO SALE
CRM,medium,Oracle,low,tech,LOB_driven,tech_savvy,follower,94073,1,1,3,US,bsc,20,NO SALE
ERP,medium,SAP,low,healthcare,LOB_driven,unknown,follower,62337,1,1,5,Europe,bsc,13,NO SALE
CRM,small,SAP,low,tech,procurement_driven,tech_savvy,follower,61240,2,2,3,Europe,bsc,9,NO SALE
CRM,small,SAP,average,tech,LOB_driven,unknown,follower,30000,4,3,3,Europe,high_school,7,NO SALE
CRM,small,SAP,average,tech,procurement_driven,tech_savvy,follower,59804,3,4,3,US,some_university,2,NO SALE
DSC,large,SAP,high,tech,centralized,unknown,follower,82130,3,4,4,US,other_graduate,33,NO SALE
ERP,large,SAP,high,automotive,centralized,naive,follower,95859,2,4,4,Europe,mba,53,NO SALE
CRM,medium,Oracle,high,automotive,procurement_driven,naive,leader,30000,1,4,4,ROW,bsc,18,NO SALE
DSC,medium,IBM,average,traditional_manufacturing,procurement_driven,unknown,leader,111010,1,3,3,US,mba,19,NO SALE
CRM,small,IBM,average,automotive,LOB_driven,unknown,follower,67777,6,4,3,Europe,bsc,9,NO SALE
ERP,medium,Oracle,average,tech,centralized,unknown,follower,54942,2,3,3,ROW,bsc,24,NO SALE
CRM,small,IBM,high,tech,procurement_driven,unknown,leader,30000,3,4,2,US,high_school,19,NO SALE
ERP,medium,Oracle,average,traditional_manufacturing,centralized,unknown,follower,150000,1,5,3,Europe,bsc,10,NO SALE
ERP,large,SAP,average,tech,procurement_driven,unknown,leader,121320,3,2,3,ROW,bsc,18,NO SALE
ERP,large,SAP,high,tech,centralized,tech_savvy,follower,150000,1,4,4,US,bsc,25,NO SALE
ERP,medium,SAP,average,traditional_manufacturing,procurement_driven,unknown,follower,91809,3,1,3,Europe,bsc,20,NO SALE
CRM,medium,Oracle,average,tech,centralized,unknown,follower,30000,2,4,2,Europe,bsc,18,SALE
ERP,small,IBM,high,healthcare,procurement_driven,tech_savvy,follower,111387,3,5,5,Europe,bsc,4,NO SALE
ERP,large,Oracle,average,tech,procurement_driven,tech_savvy,follower,150000,1,4,4,Europe,mba,61,NO SALE
ERP,large,IBM,high,automotive,centralized,tech_savvy,leader,150000,1,3,3,US,high_school,58,NO SALE
ERP,medium,SAP,high,tech,procurement_driven,unknown,follower,92879,4,4,4,Europe,mba,21,NO SALE
CRM,small,Oracle,average,tech,centralized,naive,follower,50679,1,4,4,Europe,bsc,12,NO SALE
CRM,large,SAP,average,healthcare,procurement_driven,unknown,follower,53656,1,5,4,US,mba,25,NO SALE
ERP,large,IBM,low,tech,centralized,tech_savvy,leader,59163,4,3,4,US,mba,68,NO SALE
CRM,medium,IBM,high,traditional_manufacturing,LOB_driven,naive,follower,70344,4,4,5,Europe,bsc,17,NO SALE
CRM,medium,IBM,average,tech,LOB_driven,unknown,follower,38067,1,3,3,Europe,bsc,22,NO SALE
CRM,medium,IBM,average,healthcare,LOB_driven,naive,follower,31940,1,4,3,US,some_university,16,NO SALE
DSC,small,IBM,low,traditional_manufacturing,centralized,tech_savvy,follower,46265,2,1,2,Europe,bsc,8,NO SALE
CRM,small,Oracle,high,tech,procurement_driven,unknown,follower,32017,2,3,4,Europe,bsc,16,NO SALE
ERP,small,IBM,high,automotive,centralized,unknown,leader,58443,1,4,4,Europe,bsc,31,NO SALE
